time,data_timestamp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
68977.448353,1969-12-31 19:09:37.448353,-221.672772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.448497,1969-12-31 19:09:37.448497,,-208.974359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.448584,1969-12-31 19:09:37.448584,,,-209.95116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.448670,1969-12-31 19:09:37.44867,,,,-197.741148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.448757,1969-12-31 19:09:37.448757,,,,,22.466422,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.448843,1969-12-31 19:09:37.448843,,,,,,19.047619,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.448928,1969-12-31 19:09:37.448928,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
68977.449012,1969-12-31 19:09:37.449012,,,,,,,,2.991453,,,,,,,,,,,,,,,,,,,,,,,,
68977.449101,1969-12-31 19:09:37.449101,,,,,,,,,,,,,,,,29.059829,,,,,,,,,,,,,,,,
68977.449188,1969-12-31 19:09:37.449188,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.459378,1969-12-31 19:09:37.459378,,,,,22.466422,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.459487,1969-12-31 19:09:37.459487,,,,,,,,,19.108669,,,,,,,,,,,,,,,,,,,,,,,
68977.459577,1969-12-31 19:09:37.459577,,,,,,,,,,,,,,,,29.059829,,,,,,,,,,,,,,,,
68977.459663,1969-12-31 19:09:37.459663,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.469853,1969-12-31 19:09:37.469853,,,,,22.222222,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.469962,1969-12-31 19:09:37.469962,,,,,,,,,,0.197802,,,,,,,,,,,,,,,,,,,,,,
68977.470048,1969-12-31 19:09:37.470048,,,,,,,,,,,0.178266,,,,,,,,,,,,,,,,,,,,,
68977.470138,1969-12-31 19:09:37.470138,,,,,,,,,,,,,,,,28.815629,,,,,,,,,,,,,,,,
68977.470225,1969-12-31 19:09:37.470225,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.480422,1969-12-31 19:09:37.480422,,,,,22.222222,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.480534,1969-12-31 19:09:37.480534,,,,,,,,,,,,-178.867399,,,,,,,,,,,,,,,,,,,,
68977.480623,1969-12-31 19:09:37.480623,,,,,,,,,,,,,,,,29.059829,,,,,,,,,,,,,,,,
68977.480710,1969-12-31 19:09:37.48071,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.490904,1969-12-31 19:09:37.490904,,,,,22.222222,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.491015,1969-12-31 19:09:37.491015,,,,,,,,,,,,,0.217338,,,,,,,,,,,,,,,,,,,
68977.491102,1969-12-31 19:09:37.491102,,,,,,,,,,,,,,-1.201709,,,,,,,,,,,,,,,,,,
68977.491189,1969-12-31 19:09:37.491189,,,,,,,,,,,,,,,,29.059829,,,,,,,,,,,,,,,,
68977.491276,1969-12-31 19:09:37.491276,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.501590,1969-12-31 19:09:37.50159,,,,,22.222222,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.501706,1969-12-31 19:09:37.501706,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
68977.501790,1969-12-31 19:09:37.50179,,,,,,,,,,,,,,,,29.059829,,,,,,,,,,,,,,,,
68977.501874,1969-12-31 19:09:37.501874,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.512139,1969-12-31 19:09:37.512139,,,,,22.222222,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.512256,1969-12-31 19:09:37.512256,,,,,,,,,,,,,,,,28.815629,,,,,,,,,,,,,,,,
68977.512343,1969-12-31 19:09:37.512343,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.522518,1969-12-31 19:09:37.522518,,,,,21.978022,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.522634,1969-12-31 19:09:37.522634,,,,,,,,,,,,,,,,28.815629,,,,,,,,,,,,,,,,
68977.522721,1969-12-31 19:09:37.522721,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.522805,1969-12-31 19:09:37.522805,,,,,,,,,,,,,,,,,,0.356532,,,,,,,,,,,,,,
68977.533003,1969-12-31 19:09:37.533003,,,,,22.222222,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.533120,1969-12-31 19:09:37.53312,,,,,,,,,,,,,,,,28.815629,,,,,,,,,,,,,,,,
68977.533207,1969-12-31 19:09:37.533207,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.533292,1969-12-31 19:09:37.533292,,,,,,,,,,,,,,,,,,,0.217338,,,,,,,,,,,,,
68977.533377,1969-12-31 19:09:37.533377,,,,,,,,,,,,,,,,,,,,0.302808,,,,,,,,,,,,
68977.543655,1969-12-31 19:09:37.543655,,,,,21.978022,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.543774,1969-12-31 19:09:37.543774,,,,,,,,,,,,,,,,28.571429,,,,,,,,,,,,,,,,
68977.543861,1969-12-31 19:09:37.543861,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.543948,1969-12-31 19:09:37.543948,,,,,,,,,,,,,,,,,,,,,0.310134,,,,,,,,,,,
68977.554208,1969-12-31 19:09:37.554208,-221.672772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.554302,1969-12-31 19:09:37.554302,,-208.485958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.554380,1969-12-31 19:09:37.55438,,,-209.95116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.554459,1969-12-31 19:09:37.554459,,,,-197.741148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.554537,1969-12-31 19:09:37.554537,,,,,21.978022,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.554615,1969-12-31 19:09:37.554615,,,,,,19.047619,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.554693,1969-12-31 19:09:37.554693,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
68977.554771,1969-12-31 19:09:37.554771,,,,,,,,2.991453,,,,,,,,,,,,,,,,,,,,,,,,
68977.554850,1969-12-31 19:09:37.55485,,,,,,,,,,,,,,,,29.059829,,,,,,,,,,,,,,,,
68977.554928,1969-12-31 19:09:37.554928,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.565094,1969-12-31 19:09:37.565094,,,,,21.978022,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.565189,1969-12-31 19:09:37.565189,,,,,,,,,19.59707,,,,,,,,,,,,,,,,,,,,,,,
68977.565271,1969-12-31 19:09:37.565271,,,,,,,,,,,,,,,,29.059829,,,,,,,,,,,,,,,,
68977.565352,1969-12-31 19:09:37.565352,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.575519,1969-12-31 19:09:37.575519,,,,,21.978022,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.575614,1969-12-31 19:09:37.575614,,,,,,,,,,0.200244,,,,,,,,,,,,,,,,,,,,,,
68977.575694,1969-12-31 19:09:37.575694,,,,,,,,,,,0.180708,,,,,,,,,,,,,,,,,,,,,
68977.575776,1969-12-31 19:09:37.575776,,,,,,,,,,,,,,,,29.059829,,,,,,,,,,,,,,,,
68977.575857,1969-12-31 19:09:37.575857,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.586041,1969-12-31 19:09:37.586041,,,,,21.978022,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.586156,1969-12-31 19:09:37.586156,,,,,,,,,,,,-178.867399,,,,,,,,,,,,,,,,,,,,
68977.586246,1969-12-31 19:09:37.586246,,,,,,,,,,,,,,,,29.059829,,,,,,,,,,,,,,,,
68977.586332,1969-12-31 19:09:37.586332,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.596666,1969-12-31 19:09:37.596666,,,,,21.733822,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.596784,1969-12-31 19:09:37.596784,,,,,,,,,,,,,0.214896,,,,,,,,,,,,,,,,,,,
68977.596871,1969-12-31 19:09:37.596871,,,,,,,,,,,,,,-1.201709,,,,,,,,,,,,,,,,,,
68977.596959,1969-12-31 19:09:37.596959,,,,,,,,,,,,,,,,29.059829,,,,,,,,,,,,,,,,
68977.597047,1969-12-31 19:09:37.597047,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.607297,1969-12-31 19:09:37.607297,,,,,21.733822,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.607414,1969-12-31 19:09:37.607414,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
68977.607499,1969-12-31 19:09:37.607499,,,,,,,,,,,,,,,,28.815629,,,,,,,,,,,,,,,,
68977.607585,1969-12-31 19:09:37.607585,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.617833,1969-12-31 19:09:37.617833,,,,,21.733822,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.617950,1969-12-31 19:09:37.61795,,,,,,,,,,,,,,,,28.815629,,,,,,,,,,,,,,,,
68977.618037,1969-12-31 19:09:37.618037,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
68977.628219,1969-12-31 19:09:37.628219,,,,,21.489621,,,,,,,,,,,,,,,,,,,,,,,,,,,
68977.628356,1969-12-31 19:09:37.628356,,,,,,,,,,,,,,,,28.815629,,,,,,,,,,,,,,,,
68977.628442,1969-12-31 19:09:37.628442,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
